"","No","Karakter","Angka"
"13200",13200,"D",-1
"13201",13201,"A",39
"13202",13202,"B",10
"13203",13203,"C",9
"13204",13204,"D",-11
"13205",13205,"A",-8
"13206",13206,"B",13
"13207",13207,"C",28
"13208",13208,"D",7
"13209",13209,"A",12
"13210",13210,"B",11
"13211",13211,"C",13
"13212",13212,"D",19
"13213",13213,"A",2
"13214",13214,"B",21
"13215",13215,"C",10
"13216",13216,"D",13
"13217",13217,"A",34
"13218",13218,"B",17
"13219",13219,"C",6
"13220",13220,"D",4
"13221",13221,"A",4
"13222",13222,"B",10
"13223",13223,"C",24
"13224",13224,"D",3
"13225",13225,"A",10
"13226",13226,"B",3
"13227",13227,"C",29
"13228",13228,"D",-14
"13229",13229,"A",7
"13230",13230,"B",13
"13231",13231,"C",3
"13232",13232,"D",8
"13233",13233,"A",21
"13234",13234,"B",-2
"13235",13235,"C",18
"13236",13236,"D",-3
"13237",13237,"A",5
"13238",13238,"B",13
"13239",13239,"C",6
"13240",13240,"D",12
"13241",13241,"A",22
"13242",13242,"B",-3
"13243",13243,"C",8
"13244",13244,"D",8
"13245",13245,"A",13
"13246",13246,"B",20
"13247",13247,"C",26
"13248",13248,"D",-6
"13249",13249,"A",22
"13250",13250,"B",5
"13251",13251,"C",11
"13252",13252,"D",22
"13253",13253,"A",14
"13254",13254,"B",6
"13255",13255,"C",7
"13256",13256,"D",7
"13257",13257,"A",27
"13258",13258,"B",25
"13259",13259,"C",9
"13260",13260,"D",14
"13261",13261,"A",-8
"13262",13262,"B",19
"13263",13263,"C",-1
"13264",13264,"D",13
"13265",13265,"A",14
"13266",13266,"B",30
"13267",13267,"C",25
"13268",13268,"D",6
"13269",13269,"A",-2
"13270",13270,"B",-6
"13271",13271,"C",19
"13272",13272,"D",10
"13273",13273,"A",12
"13274",13274,"B",5
"13275",13275,"C",12
"13276",13276,"D",0
"13277",13277,"A",17
"13278",13278,"B",-4
"13279",13279,"C",20
"13280",13280,"D",-2
"13281",13281,"A",4
"13282",13282,"B",24
"13283",13283,"C",24
"13284",13284,"D",13
"13285",13285,"A",6
"13286",13286,"B",19
"13287",13287,"C",13
"13288",13288,"D",13
"13289",13289,"A",3
"13290",13290,"B",20
"13291",13291,"C",13
"13292",13292,"D",19
"13293",13293,"A",6
"13294",13294,"B",6
"13295",13295,"C",2
"13296",13296,"D",18
"13297",13297,"A",10
"13298",13298,"B",19
"13299",13299,"C",1
"13300",13300,"D",11
"13301",13301,"A",3
"13302",13302,"B",-5
"13303",13303,"C",15
"13304",13304,"D",10
"13305",13305,"A",14
"13306",13306,"B",27
"13307",13307,"C",-1
"13308",13308,"D",22
"13309",13309,"A",25
"13310",13310,"B",5
"13311",13311,"C",8
"13312",13312,"D",9
"13313",13313,"A",-2
"13314",13314,"B",8
"13315",13315,"C",2
"13316",13316,"D",26
"13317",13317,"A",9
"13318",13318,"B",9
"13319",13319,"C",4
"13320",13320,"D",19
"13321",13321,"A",6
"13322",13322,"B",5
"13323",13323,"C",39
"13324",13324,"D",22
"13325",13325,"A",11
"13326",13326,"B",42
"13327",13327,"C",2
"13328",13328,"D",10
"13329",13329,"A",6
"13330",13330,"B",0
"13331",13331,"C",16
"13332",13332,"D",-10
"13333",13333,"A",8
"13334",13334,"B",-12
"13335",13335,"C",8
"13336",13336,"D",0
"13337",13337,"A",9
"13338",13338,"B",5
"13339",13339,"C",5
"13340",13340,"D",16
"13341",13341,"A",20
"13342",13342,"B",2
"13343",13343,"C",40
"13344",13344,"D",-2
"13345",13345,"A",17
"13346",13346,"B",14
"13347",13347,"C",5
"13348",13348,"D",-1
"13349",13349,"A",-9
"13350",13350,"B",4
"13351",13351,"C",16
"13352",13352,"D",9
"13353",13353,"A",24
"13354",13354,"B",11
"13355",13355,"C",12
"13356",13356,"D",23
"13357",13357,"A",13
"13358",13358,"B",6
"13359",13359,"C",5
"13360",13360,"D",7
"13361",13361,"A",15
"13362",13362,"B",6
"13363",13363,"C",8
"13364",13364,"D",12
"13365",13365,"A",34
"13366",13366,"B",1
"13367",13367,"C",7
"13368",13368,"D",18
"13369",13369,"A",1
"13370",13370,"B",17
"13371",13371,"C",18
"13372",13372,"D",2
"13373",13373,"A",14
"13374",13374,"B",3
"13375",13375,"C",19
"13376",13376,"D",13
"13377",13377,"A",6
"13378",13378,"B",20
"13379",13379,"C",17
"13380",13380,"D",14
"13381",13381,"A",12
"13382",13382,"B",9
"13383",13383,"C",1
"13384",13384,"D",18
"13385",13385,"A",10
"13386",13386,"B",-1
"13387",13387,"C",11
"13388",13388,"D",14
"13389",13389,"A",11
"13390",13390,"B",18
"13391",13391,"C",4
"13392",13392,"D",4
"13393",13393,"A",-7
"13394",13394,"B",4
"13395",13395,"C",14
"13396",13396,"D",-2
"13397",13397,"A",23
"13398",13398,"B",13
"13399",13399,"C",1
"13400",13400,"D",6
"13401",13401,"A",8
"13402",13402,"B",5
"13403",13403,"C",28
"13404",13404,"D",1
"13405",13405,"A",13
"13406",13406,"B",21
"13407",13407,"C",3
"13408",13408,"D",8
"13409",13409,"A",21
"13410",13410,"B",7
"13411",13411,"C",15
"13412",13412,"D",0
"13413",13413,"A",24
"13414",13414,"B",4
"13415",13415,"C",15
"13416",13416,"D",8
"13417",13417,"A",11
"13418",13418,"B",21
"13419",13419,"C",1
"13420",13420,"D",14
"13421",13421,"A",21
"13422",13422,"B",31
"13423",13423,"C",3
"13424",13424,"D",7
"13425",13425,"A",7
"13426",13426,"B",18
"13427",13427,"C",7
"13428",13428,"D",-2
"13429",13429,"A",8
"13430",13430,"B",19
"13431",13431,"C",12
"13432",13432,"D",0
"13433",13433,"A",2
"13434",13434,"B",1
"13435",13435,"C",20
"13436",13436,"D",2
"13437",13437,"A",26
"13438",13438,"B",34
"13439",13439,"C",15
"13440",13440,"D",4
"13441",13441,"A",8
"13442",13442,"B",5
"13443",13443,"C",3
"13444",13444,"D",21
"13445",13445,"A",-4
"13446",13446,"B",-1
"13447",13447,"C",20
"13448",13448,"D",28
"13449",13449,"A",11
"13450",13450,"B",9
"13451",13451,"C",0
"13452",13452,"D",33
"13453",13453,"A",19
"13454",13454,"B",6
"13455",13455,"C",10
"13456",13456,"D",16
"13457",13457,"A",0
"13458",13458,"B",17
"13459",13459,"C",12
"13460",13460,"D",-2
"13461",13461,"A",13
"13462",13462,"B",1
"13463",13463,"C",17
"13464",13464,"D",8
"13465",13465,"A",17
"13466",13466,"B",10
"13467",13467,"C",4
"13468",13468,"D",-2
"13469",13469,"A",10
"13470",13470,"B",4
"13471",13471,"C",24
"13472",13472,"D",19
"13473",13473,"A",26
"13474",13474,"B",-1
"13475",13475,"C",-6
"13476",13476,"D",-6
"13477",13477,"A",15
"13478",13478,"B",4
"13479",13479,"C",10
"13480",13480,"D",1
"13481",13481,"A",-4
"13482",13482,"B",13
"13483",13483,"C",19
"13484",13484,"D",28
"13485",13485,"A",-9
"13486",13486,"B",3
"13487",13487,"C",16
"13488",13488,"D",14
"13489",13489,"A",15
"13490",13490,"B",-2
"13491",13491,"C",10
"13492",13492,"D",19
"13493",13493,"A",10
"13494",13494,"B",28
"13495",13495,"C",24
"13496",13496,"D",2
"13497",13497,"A",17
"13498",13498,"B",16
"13499",13499,"C",11
"13500",13500,"D",6
"13501",13501,"A",14
"13502",13502,"B",1
"13503",13503,"C",7
"13504",13504,"D",18
"13505",13505,"A",19
"13506",13506,"B",-7
"13507",13507,"C",7
"13508",13508,"D",12
"13509",13509,"A",29
"13510",13510,"B",16
"13511",13511,"C",15
"13512",13512,"D",25
"13513",13513,"A",6
"13514",13514,"B",7
"13515",13515,"C",-9
"13516",13516,"D",-2
"13517",13517,"A",29
"13518",13518,"B",18
"13519",13519,"C",29
"13520",13520,"D",17
"13521",13521,"A",-1
"13522",13522,"B",23
"13523",13523,"C",22
"13524",13524,"D",12
"13525",13525,"A",19
"13526",13526,"B",1
"13527",13527,"C",27
"13528",13528,"D",11
"13529",13529,"A",7
"13530",13530,"B",2
"13531",13531,"C",35
"13532",13532,"D",23
"13533",13533,"A",20
"13534",13534,"B",-8
"13535",13535,"C",12
"13536",13536,"D",13
"13537",13537,"A",19
"13538",13538,"B",-8
"13539",13539,"C",-1
"13540",13540,"D",11
"13541",13541,"A",10
"13542",13542,"B",20
"13543",13543,"C",9
"13544",13544,"D",23
"13545",13545,"A",-1
"13546",13546,"B",16
"13547",13547,"C",-5
"13548",13548,"D",29
"13549",13549,"A",12
"13550",13550,"B",11
"13551",13551,"C",18
"13552",13552,"D",15
"13553",13553,"A",-3
"13554",13554,"B",-1
"13555",13555,"C",9
"13556",13556,"D",7
"13557",13557,"A",9
"13558",13558,"B",14
"13559",13559,"C",18
"13560",13560,"D",-8
"13561",13561,"A",2
"13562",13562,"B",23
"13563",13563,"C",19
"13564",13564,"D",15
"13565",13565,"A",11
"13566",13566,"B",15
"13567",13567,"C",11
"13568",13568,"D",19
"13569",13569,"A",0
"13570",13570,"B",-2
"13571",13571,"C",46
"13572",13572,"D",8
"13573",13573,"A",-5
"13574",13574,"B",21
"13575",13575,"C",9
"13576",13576,"D",5
"13577",13577,"A",14
"13578",13578,"B",33
"13579",13579,"C",11
"13580",13580,"D",8
"13581",13581,"A",17
"13582",13582,"B",7
"13583",13583,"C",-3
"13584",13584,"D",6
"13585",13585,"A",7
"13586",13586,"B",18
"13587",13587,"C",25
"13588",13588,"D",-11
"13589",13589,"A",29
"13590",13590,"B",22
"13591",13591,"C",13
"13592",13592,"D",11
"13593",13593,"A",27
"13594",13594,"B",11
"13595",13595,"C",14
"13596",13596,"D",10
"13597",13597,"A",13
"13598",13598,"B",19
"13599",13599,"C",24
"13600",13600,"D",4
"13601",13601,"A",25
"13602",13602,"B",16
"13603",13603,"C",9
"13604",13604,"D",8
"13605",13605,"A",2
"13606",13606,"B",20
"13607",13607,"C",15
"13608",13608,"D",17
"13609",13609,"A",27
"13610",13610,"B",27
"13611",13611,"C",9
"13612",13612,"D",5
"13613",13613,"A",-17
"13614",13614,"B",4
"13615",13615,"C",15
"13616",13616,"D",20
"13617",13617,"A",-2
"13618",13618,"B",5
"13619",13619,"C",14
"13620",13620,"D",1
"13621",13621,"A",-2
"13622",13622,"B",18
"13623",13623,"C",18
"13624",13624,"D",13
"13625",13625,"A",7
"13626",13626,"B",-9
"13627",13627,"C",-2
"13628",13628,"D",18
"13629",13629,"A",-3
"13630",13630,"B",11
"13631",13631,"C",-1
"13632",13632,"D",9
"13633",13633,"A",-3
"13634",13634,"B",17
"13635",13635,"C",14
"13636",13636,"D",-12
"13637",13637,"A",13
"13638",13638,"B",22
"13639",13639,"C",16
"13640",13640,"D",11
"13641",13641,"A",-5
"13642",13642,"B",25
"13643",13643,"C",6
"13644",13644,"D",14
"13645",13645,"A",12
"13646",13646,"B",13
"13647",13647,"C",7
"13648",13648,"D",2
"13649",13649,"A",1
"13650",13650,"B",1
"13651",13651,"C",25
"13652",13652,"D",18
"13653",13653,"A",3
"13654",13654,"B",10
"13655",13655,"C",-2
"13656",13656,"D",24
"13657",13657,"A",18
"13658",13658,"B",13
"13659",13659,"C",20
"13660",13660,"D",12
"13661",13661,"A",27
"13662",13662,"B",3
"13663",13663,"C",2
"13664",13664,"D",22
"13665",13665,"A",-1
"13666",13666,"B",8
"13667",13667,"C",7
"13668",13668,"D",19
"13669",13669,"A",13
"13670",13670,"B",20
"13671",13671,"C",10
"13672",13672,"D",19
"13673",13673,"A",11
"13674",13674,"B",22
"13675",13675,"C",11
"13676",13676,"D",-2
"13677",13677,"A",0
"13678",13678,"B",9
"13679",13679,"C",19
"13680",13680,"D",12
"13681",13681,"A",12
"13682",13682,"B",16
"13683",13683,"C",29
"13684",13684,"D",3
"13685",13685,"A",13
"13686",13686,"B",6
"13687",13687,"C",14
"13688",13688,"D",14
"13689",13689,"A",11
"13690",13690,"B",18
"13691",13691,"C",10
"13692",13692,"D",26
"13693",13693,"A",14
"13694",13694,"B",4
"13695",13695,"C",0
"13696",13696,"D",24
"13697",13697,"A",26
"13698",13698,"B",17
"13699",13699,"C",23
"13700",13700,"D",-10
"13701",13701,"A",16
"13702",13702,"B",8
"13703",13703,"C",6
"13704",13704,"D",12
"13705",13705,"A",34
"13706",13706,"B",5
"13707",13707,"C",15
"13708",13708,"D",-8
"13709",13709,"A",8
"13710",13710,"B",30
"13711",13711,"C",14
"13712",13712,"D",15
"13713",13713,"A",16
"13714",13714,"B",18
"13715",13715,"C",-12
"13716",13716,"D",34
"13717",13717,"A",7
"13718",13718,"B",20
"13719",13719,"C",11
"13720",13720,"D",7
"13721",13721,"A",6
"13722",13722,"B",5
"13723",13723,"C",9
"13724",13724,"D",6
"13725",13725,"A",23
"13726",13726,"B",13
"13727",13727,"C",-6
"13728",13728,"D",20
"13729",13729,"A",15
"13730",13730,"B",21
"13731",13731,"C",-5
"13732",13732,"D",9
"13733",13733,"A",-4
"13734",13734,"B",13
"13735",13735,"C",3
"13736",13736,"D",2
"13737",13737,"A",30
"13738",13738,"B",-4
"13739",13739,"C",9
"13740",13740,"D",25
"13741",13741,"A",20
"13742",13742,"B",18
"13743",13743,"C",-14
"13744",13744,"D",12
"13745",13745,"A",3
"13746",13746,"B",23
"13747",13747,"C",1
"13748",13748,"D",13
"13749",13749,"A",12
"13750",13750,"B",6
"13751",13751,"C",5
"13752",13752,"D",15
"13753",13753,"A",0
"13754",13754,"B",4
"13755",13755,"C",3
"13756",13756,"D",2
"13757",13757,"A",13
"13758",13758,"B",20
"13759",13759,"C",11
"13760",13760,"D",-8
"13761",13761,"A",36
"13762",13762,"B",12
"13763",13763,"C",12
"13764",13764,"D",12
"13765",13765,"A",-1
"13766",13766,"B",25
"13767",13767,"C",9
"13768",13768,"D",13
"13769",13769,"A",14
"13770",13770,"B",8
"13771",13771,"C",15
"13772",13772,"D",27
"13773",13773,"A",-10
"13774",13774,"B",12
"13775",13775,"C",-8
"13776",13776,"D",4
"13777",13777,"A",7
"13778",13778,"B",-13
"13779",13779,"C",13
"13780",13780,"D",18
"13781",13781,"A",-2
"13782",13782,"B",11
"13783",13783,"C",19
"13784",13784,"D",14
"13785",13785,"A",17
"13786",13786,"B",-2
"13787",13787,"C",3
"13788",13788,"D",29
"13789",13789,"A",7
"13790",13790,"B",8
"13791",13791,"C",7
"13792",13792,"D",-3
"13793",13793,"A",18
"13794",13794,"B",1
"13795",13795,"C",17
"13796",13796,"D",19
"13797",13797,"A",-1
"13798",13798,"B",12
"13799",13799,"C",27
"13800",13800,"D",16
"13801",13801,"A",-2
"13802",13802,"B",8
"13803",13803,"C",1
"13804",13804,"D",32
"13805",13805,"A",1
"13806",13806,"B",12
"13807",13807,"C",-13
"13808",13808,"D",15
"13809",13809,"A",19
"13810",13810,"B",21
"13811",13811,"C",15
"13812",13812,"D",-7
"13813",13813,"A",16
"13814",13814,"B",8
"13815",13815,"C",20
"13816",13816,"D",11
"13817",13817,"A",17
"13818",13818,"B",13
"13819",13819,"C",20
"13820",13820,"D",24
"13821",13821,"A",4
"13822",13822,"B",-2
"13823",13823,"C",16
"13824",13824,"D",9
"13825",13825,"A",6
"13826",13826,"B",-4
"13827",13827,"C",9
"13828",13828,"D",22
"13829",13829,"A",11
"13830",13830,"B",2
"13831",13831,"C",8
"13832",13832,"D",17
"13833",13833,"A",0
"13834",13834,"B",9
"13835",13835,"C",-7
"13836",13836,"D",0
"13837",13837,"A",10
"13838",13838,"B",9
"13839",13839,"C",19
"13840",13840,"D",16
"13841",13841,"A",6
"13842",13842,"B",7
"13843",13843,"C",14
"13844",13844,"D",-2
"13845",13845,"A",-2
"13846",13846,"B",-9
"13847",13847,"C",11
"13848",13848,"D",1
"13849",13849,"A",15
"13850",13850,"B",-6
"13851",13851,"C",-3
"13852",13852,"D",14
"13853",13853,"A",-3
"13854",13854,"B",-1
"13855",13855,"C",4
"13856",13856,"D",20
"13857",13857,"A",2
"13858",13858,"B",21
"13859",13859,"C",-5
"13860",13860,"D",11
"13861",13861,"A",-8
"13862",13862,"B",10
"13863",13863,"C",4
"13864",13864,"D",19
"13865",13865,"A",28
"13866",13866,"B",11
"13867",13867,"C",24
"13868",13868,"D",14
"13869",13869,"A",14
"13870",13870,"B",22
"13871",13871,"C",-8
"13872",13872,"D",9
"13873",13873,"A",-1
"13874",13874,"B",14
"13875",13875,"C",23
"13876",13876,"D",-4
"13877",13877,"A",12
"13878",13878,"B",9
"13879",13879,"C",12
"13880",13880,"D",-16
"13881",13881,"A",6
"13882",13882,"B",5
"13883",13883,"C",23
"13884",13884,"D",18
"13885",13885,"A",-13
"13886",13886,"B",13
"13887",13887,"C",12
"13888",13888,"D",0
"13889",13889,"A",17
"13890",13890,"B",4
"13891",13891,"C",4
"13892",13892,"D",24
"13893",13893,"A",3
"13894",13894,"B",5
"13895",13895,"C",2
"13896",13896,"D",9
"13897",13897,"A",11
"13898",13898,"B",-2
"13899",13899,"C",3
"13900",13900,"D",32
"13901",13901,"A",13
"13902",13902,"B",0
"13903",13903,"C",6
"13904",13904,"D",25
"13905",13905,"A",3
"13906",13906,"B",3
"13907",13907,"C",8
"13908",13908,"D",21
"13909",13909,"A",-1
"13910",13910,"B",5
"13911",13911,"C",-5
"13912",13912,"D",-3
"13913",13913,"A",27
"13914",13914,"B",13
"13915",13915,"C",-12
"13916",13916,"D",13
"13917",13917,"A",-3
"13918",13918,"B",10
"13919",13919,"C",30
"13920",13920,"D",3
"13921",13921,"A",-6
"13922",13922,"B",15
"13923",13923,"C",14
"13924",13924,"D",4
"13925",13925,"A",7
"13926",13926,"B",12
"13927",13927,"C",24
"13928",13928,"D",24
"13929",13929,"A",22
"13930",13930,"B",19
"13931",13931,"C",2
"13932",13932,"D",2
"13933",13933,"A",9
"13934",13934,"B",14
"13935",13935,"C",20
"13936",13936,"D",19
"13937",13937,"A",16
"13938",13938,"B",9
"13939",13939,"C",10
"13940",13940,"D",0
"13941",13941,"A",10
"13942",13942,"B",10
"13943",13943,"C",6
"13944",13944,"D",-4
"13945",13945,"A",14
"13946",13946,"B",22
"13947",13947,"C",1
"13948",13948,"D",15
"13949",13949,"A",20
"13950",13950,"B",-1
"13951",13951,"C",-10
"13952",13952,"D",9
"13953",13953,"A",17
"13954",13954,"B",7
"13955",13955,"C",-11
"13956",13956,"D",-7
"13957",13957,"A",3
"13958",13958,"B",22
"13959",13959,"C",-6
"13960",13960,"D",18
"13961",13961,"A",6
"13962",13962,"B",-2
"13963",13963,"C",21
"13964",13964,"D",20
"13965",13965,"A",23
"13966",13966,"B",10
"13967",13967,"C",0
"13968",13968,"D",23
"13969",13969,"A",-1
"13970",13970,"B",6
"13971",13971,"C",17
"13972",13972,"D",19
"13973",13973,"A",34
"13974",13974,"B",7
"13975",13975,"C",10
"13976",13976,"D",12
"13977",13977,"A",18
"13978",13978,"B",7
"13979",13979,"C",21
"13980",13980,"D",16
"13981",13981,"A",14
"13982",13982,"B",-6
"13983",13983,"C",-9
"13984",13984,"D",19
"13985",13985,"A",8
"13986",13986,"B",-8
"13987",13987,"C",12
"13988",13988,"D",20
"13989",13989,"A",-5
"13990",13990,"B",5
"13991",13991,"C",25
"13992",13992,"D",11
"13993",13993,"A",23
"13994",13994,"B",8
"13995",13995,"C",11
"13996",13996,"D",7
"13997",13997,"A",6
"13998",13998,"B",20
"13999",13999,"C",1
"14000",14000,"D",1
"14001",14001,"A",5
"14002",14002,"B",17
"14003",14003,"C",19
"14004",14004,"D",6
"14005",14005,"A",20
"14006",14006,"B",22
"14007",14007,"C",19
"14008",14008,"D",-2
"14009",14009,"A",12
"14010",14010,"B",6
"14011",14011,"C",13
"14012",14012,"D",14
"14013",14013,"A",17
"14014",14014,"B",-2
"14015",14015,"C",12
"14016",14016,"D",11
"14017",14017,"A",-13
"14018",14018,"B",14
"14019",14019,"C",2
"14020",14020,"D",11
"14021",14021,"A",15
"14022",14022,"B",1
"14023",14023,"C",10
"14024",14024,"D",20
"14025",14025,"A",26
"14026",14026,"B",15
"14027",14027,"C",17
"14028",14028,"D",14
"14029",14029,"A",0
"14030",14030,"B",23
"14031",14031,"C",6
"14032",14032,"D",23
"14033",14033,"A",17
"14034",14034,"B",24
"14035",14035,"C",24
"14036",14036,"D",10
"14037",14037,"A",-5
"14038",14038,"B",-6
"14039",14039,"C",19
"14040",14040,"D",16
"14041",14041,"A",10
"14042",14042,"B",1
"14043",14043,"C",-1
"14044",14044,"D",18
"14045",14045,"A",28
"14046",14046,"B",15
"14047",14047,"C",4
"14048",14048,"D",16
"14049",14049,"A",24
"14050",14050,"B",3
"14051",14051,"C",3
"14052",14052,"D",15
"14053",14053,"A",28
"14054",14054,"B",15
"14055",14055,"C",22
"14056",14056,"D",-4
"14057",14057,"A",-1
"14058",14058,"B",-8
"14059",14059,"C",6
"14060",14060,"D",-4
"14061",14061,"A",6
"14062",14062,"B",17
"14063",14063,"C",7
"14064",14064,"D",19
"14065",14065,"A",17
"14066",14066,"B",6
"14067",14067,"C",15
"14068",14068,"D",16
"14069",14069,"A",9
"14070",14070,"B",20
"14071",14071,"C",18
"14072",14072,"D",10
"14073",14073,"A",10
"14074",14074,"B",14
"14075",14075,"C",-4
"14076",14076,"D",-3
"14077",14077,"A",13
"14078",14078,"B",8
"14079",14079,"C",19
"14080",14080,"D",7
"14081",14081,"A",-5
"14082",14082,"B",10
"14083",14083,"C",7
"14084",14084,"D",-4
"14085",14085,"A",9
"14086",14086,"B",2
"14087",14087,"C",4
"14088",14088,"D",7
"14089",14089,"A",6
"14090",14090,"B",8
"14091",14091,"C",-1
"14092",14092,"D",8
"14093",14093,"A",12
"14094",14094,"B",2
"14095",14095,"C",26
"14096",14096,"D",6
"14097",14097,"A",12
"14098",14098,"B",35
"14099",14099,"C",35
"14100",14100,"D",-6
"14101",14101,"A",5
"14102",14102,"B",-6
"14103",14103,"C",-5
"14104",14104,"D",-2
"14105",14105,"A",10
"14106",14106,"B",26
"14107",14107,"C",23
"14108",14108,"D",18
"14109",14109,"A",12
"14110",14110,"B",9
"14111",14111,"C",17
"14112",14112,"D",0
"14113",14113,"A",20
"14114",14114,"B",18
"14115",14115,"C",27
"14116",14116,"D",40
"14117",14117,"A",8
"14118",14118,"B",29
"14119",14119,"C",18
"14120",14120,"D",20
"14121",14121,"A",4
"14122",14122,"B",9
"14123",14123,"C",13
"14124",14124,"D",17
"14125",14125,"A",-9
"14126",14126,"B",20
"14127",14127,"C",1
"14128",14128,"D",11
"14129",14129,"A",11
"14130",14130,"B",0
"14131",14131,"C",1
"14132",14132,"D",-3
"14133",14133,"A",21
"14134",14134,"B",-6
"14135",14135,"C",11
"14136",14136,"D",5
"14137",14137,"A",10
"14138",14138,"B",-11
"14139",14139,"C",-12
"14140",14140,"D",19
"14141",14141,"A",24
"14142",14142,"B",2
"14143",14143,"C",-2
"14144",14144,"D",16
"14145",14145,"A",3
"14146",14146,"B",7
"14147",14147,"C",-1
"14148",14148,"D",3
"14149",14149,"A",13
"14150",14150,"B",14
"14151",14151,"C",15
"14152",14152,"D",17
"14153",14153,"A",19
"14154",14154,"B",23
"14155",14155,"C",15
"14156",14156,"D",23
"14157",14157,"A",2
"14158",14158,"B",22
"14159",14159,"C",2
"14160",14160,"D",15
"14161",14161,"A",0
"14162",14162,"B",15
"14163",14163,"C",9
"14164",14164,"D",5
"14165",14165,"A",13
"14166",14166,"B",13
"14167",14167,"C",12
"14168",14168,"D",14
"14169",14169,"A",18
"14170",14170,"B",8
"14171",14171,"C",11
"14172",14172,"D",19
"14173",14173,"A",11
"14174",14174,"B",4
"14175",14175,"C",16
"14176",14176,"D",12
"14177",14177,"A",-7
"14178",14178,"B",-5
"14179",14179,"C",9
"14180",14180,"D",18
"14181",14181,"A",15
"14182",14182,"B",1
"14183",14183,"C",13
"14184",14184,"D",11
"14185",14185,"A",16
"14186",14186,"B",16
"14187",14187,"C",24
"14188",14188,"D",4
"14189",14189,"A",9
"14190",14190,"B",11
"14191",14191,"C",7
"14192",14192,"D",8
"14193",14193,"A",28
"14194",14194,"B",22
"14195",14195,"C",10
"14196",14196,"D",9
"14197",14197,"A",15
"14198",14198,"B",17
"14199",14199,"C",15
"14200",14200,"D",22
"14201",14201,"A",4
"14202",14202,"B",16
"14203",14203,"C",4
"14204",14204,"D",-12
"14205",14205,"A",9
"14206",14206,"B",1
"14207",14207,"C",11
"14208",14208,"D",4
"14209",14209,"A",26
"14210",14210,"B",11
"14211",14211,"C",0
"14212",14212,"D",15
"14213",14213,"A",8
"14214",14214,"B",7
"14215",14215,"C",6
"14216",14216,"D",21
"14217",14217,"A",6
"14218",14218,"B",-13
"14219",14219,"C",-1
"14220",14220,"D",17
"14221",14221,"A",8
"14222",14222,"B",6
"14223",14223,"C",1
